"","D1_rep1","D1_rep2","D2_rep1","D2_rep2","D3_rep1","D3_rep2","D4_rep1","D4_rep2","D5_rep1","D5_rep2","D6_rep1","D6_rep2","D7_rep1","D7_rep2","D8_rep1","D8_rep2","D9_rep1","D9_rep2","D10_rep1","D10_rep2","D11_rep1","D11_rep2","D12_rep1","D12_rep2","W1_rep1","W1_rep2","W2_rep1","W2_rep2","W3_rep1","W3_rep2","W4_rep1","W4_rep2","W5_rep1","W5_rep2","W6_rep1","W6_rep2","W7_rep1","W7_rep2","W8_rep1","W8_rep2","W9_rep1","W9_rep2","W10_rep1","W10_rep2","W11_rep1","W11_rep2","W12_rep1","W12_rep2","cluster$cut"
"Bra010018",6.49197011018194,6.47114518060711,6.9170259104937,6.52147324141089,6.796454993266,6.71561885907482,6.88386515450979,6.80628538563225,6.93785047086027,6.73111534205267,6.64236078295781,6.55948263572648,5.87696626074776,6.18340711243725,6.05364790184116,5.77958804586499,6.22353839338675,6.02199044343651,6.21695533685459,6.1377760526105,6.65462170890315,6.77760382164032,6.78775893554171,6.66112250219943,7.07874858154245,7.06087963396665,7.09554471344525,7.18324829528156,7.09214399736825,6.99512266910363,7.07902603521036,7.14844607552888,7.17224747307467,6.95819308430915,7.09937937312173,6.78285409597527,6.86340576378055,6.62830554726927,6.56703884570931,6.398044189323,6.62943239601089,6.64826409593765,6.51272466318197,6.5881794276133,6.76117887599877,6.73755157000828,6.92813340782985,7.17039580424549,6
"Bra010106",6.45288202129963,6.53277201607126,5.19891448556367,5.1084491837689,4.04275813774732,4.39061266181623,4.7099743199741,4.4130388845961,5.15729033816003,5.54361342240164,5.94750252364609,6.22067820295667,6.61306452835584,6.7045953476324,5.22360017275785,5.11447114179547,3.80501379660127,3.96028001515315,4.48827719660855,4.7862617851173,4.74670510032429,4.96297001745289,5.86467397791469,6.28569812595812,6.03321594342171,6.36161222273768,5.07612721387799,5.08255783575305,3.56387807770174,3.68052690511113,4.47674458407044,4.10447924472022,4.79216819110116,4.92069822712609,5.89691844595587,5.82134796535891,6.51203405067014,6.41321833164761,5.38186476389839,5.34948913002515,3.96398267681378,3.66385692994646,4.46814666300327,4.43380740925454,5.03154076420153,4.88222729767109,5.97898267240853,5.51515103678487,4
"Bra011232",6.853683827727,6.74285508092271,6.8483725594775,6.6356963573253,6.38063422139379,6.69653639149512,6.88673303317626,6.68362628260773,6.71380577216523,6.77801140161257,6.63187258358467,6.649816617654,6.26977188952039,6.45802922786554,6.30038917068155,6.14201308755641,6.15483228282849,6.38957885711474,6.1851410519578,6.24682418926558,6.47170935099759,6.58472503762057,6.67509609740493,6.55495868672193,6.92424243739629,6.86155841957203,6.86191815523036,6.96170435028399,6.91992400306258,6.88326645234027,6.94183404967146,6.96194738897745,6.94787651500695,6.61919729454166,6.7032391580091,6.74697107426533,6.79305050894593,6.86276132173148,6.41786095167433,6.56863715560346,6.50091834335469,6.59337319404293,6.51312749949086,6.69809343182529,6.58260718285686,6.77249273452079,6.82676455759174,6.99808264712465,7
"Bra011583",6.00620375636559,6.06060731398964,5.19361012096499,5.19834091808696,4.97453390120127,4.82352519535928,4.71922178038725,4.74622138567866,5.26173765189454,5.25838324168151,5.39168524646449,5.4436331713613,5.97243073973002,6.13422504765638,5.37897626269197,5.42745532549806,4.91769430008729,4.97117104913673,4.6745566924412,4.79934120634925,5.26890593225902,5.19325527650882,5.48004533994075,5.55624853074149,5.98777106935024,5.99718851539883,5.27107452178793,5.2785646833678,4.81555493588974,4.83629278322034,4.71710060088314,4.92699567304275,5.16039585779522,5.15421053058834,5.37345681362412,5.36203147289583,5.82020705000982,6.00052964235225,5.52415459380113,5.68721469453584,4.99309916150628,4.96299777101739,4.7156518032096,4.93757509190549,5.07987300589087,5.12349652580503,5.25218476938404,5.4459054402865,4
"Bra011794,Bra011795",3.97577690600442,3.44724856860178,5.22060082175943,4.85374120756545,5.33005638102212,5.28353290322179,5.34089691267449,5.26535062582744,4.63999614931175,4.67084033588156,3.90223762226296,3.57032934196711,3.75542173473424,3.68032435684402,4.80397092801909,4.72080378204004,5.26497922988307,5.09566707424774,4.74474774403788,5.01587664094954,4.76904174551976,4.87538690458646,3.99865586428279,3.95238948369846,4.02456790919802,4.06442590281006,5.02370778717484,5.27467167134752,5.62179694523117,5.61948931059625,5.64561232306633,5.87850955858024,4.92462725679431,5.01886113508344,4.20233935469714,4.14400556884065,3.61593414313323,3.49091664368786,4.66193767595309,4.62672531097248,5.40633597959804,5.43751739426042,5.11154050722651,5.42974985080022,4.80570002645171,4.90901940390199,4.43420786680627,4.89471107267093,1
"Bra012054",6.90827251629142,6.76222920627035,6.69513083232666,6.77232117285472,6.21521069309572,6.56907330369125,6.51868619861699,6.47013172130825,6.68997002548213,6.53193347818504,6.66923941125265,6.68382275476395,6.56128183446475,6.69645293117802,6.46414055444799,6.44405576625524,6.33860090770598,6.12748471080208,6.10120042433828,6.09582317468877,6.48792361930375,6.45663368562185,6.71284336132586,6.70769043069859,6.76242854971787,6.81590839887873,6.58835485377923,6.75128964031577,6.57806166222744,6.5068653087511,6.55546341226139,6.66566279626865,6.55506762419719,6.75151728027833,6.70411114053241,6.83794324189103,6.76248170331897,6.89298595421527,6.60950824826248,6.80051167862158,6.48214967146927,6.605618780489,6.29427151929173,6.3909307388328,6.538715075367,6.53777440086912,6.75987487109545,6.56437664416121,3
"Bra012178,Bra012180",6.42486331801176,6.00625986873544,5.19955064297875,4.59681590646495,4.10408500501149,4.73826523750796,4.4276061727819,4.69508070790453,4.75898001460742,4.469495301982,5.10679218315693,5.17947522130738,6.10579748747604,6.02137089932651,5.33862051669796,5.11008339753226,4.35927517163798,4.06588246113364,4.4530434070837,4.62416524698624,4.68569351282851,4.88023981742178,5.45313891261581,5.45587624419343,6.84589144067803,6.59252580658435,5.12185672770543,5.09082379732611,4.58381991481383,4.80237418883964,4.46174463323477,4.79102219450353,4.39984100515107,4.99711172067517,5.61134355710688,5.58553045008581,6.07942291461677,6.36824801915809,5.45926438747466,5.54731409195601,4.20044157708114,4.38861663292122,4.47255275626224,4.36805590363109,4.84664374556075,5.07122207214589,5.37502900218845,5.16465757525366,4
"Bra012667,Bra012694",5.68340171023281,5.95473373052603,6.95041008927126,7.0422503438278,7.12585770565748,7.49451961638408,6.80781857095259,7.20576393099512,6.80189585667569,6.83709805933753,5.72672224803506,5.96717783189598,5.33271509339972,5.64882779699025,6.83321901235991,6.71339338898875,7.05952833525963,7.03810690196853,6.51987995730618,7.00785703353811,6.85804317891849,7.03215595729768,5.63870234448149,5.88423158427282,6.24147221890691,6.1578986417629,7.11377341542283,7.44054530331053,7.33863834282303,7.83740717605762,7.18079433463067,7.51602302883878,6.87819808771222,7.10205968350086,6.20233739547065,6.37528449487015,5.57572377898527,5.81421201180324,6.75728999237877,6.97040504261395,7.09811632546681,7.47290199941757,6.87974251925438,7.15822592826126,6.79297244948044,7.08022061062131,6.04803342322013,6.79535136516656,1
"Bra012741",4.82440637050013,4.9250309692759,5.51793389077973,5.45287213995083,5.67475722778515,5.90289119644427,5.57073310744894,5.53003952012822,5.49030377203293,5.50531297397528,5.06129233847829,5.10429052638687,5.26102676177879,5.18511725911242,5.710842242392,5.51136050363153,5.88052146201611,5.74599828483525,5.55533456295173,5.59725405004931,5.57089397499323,5.36357761027504,4.97080304871618,4.92242146782909,5.32986269842441,4.74357959382556,5.5803203825012,5.42186958956029,5.85224609225488,5.90482365727166,5.72039886723066,5.57949998732453,5.4024459157657,5.27309062735515,5.07931410370761,5.18188969435348,4.73655075970664,4.74479617224224,5.57860667393575,5.47703937027967,5.65834574713151,5.7840092149307,5.57216510811181,5.61675172573274,5.49864021497442,5.57716896845918,5.09618171985258,4.77851348700405,5
"Bra012807",4.39096340223142,4.50206322258235,6.00045753227536,5.89415324316096,6.36225946576699,6.18672437669954,6.47065724734218,6.44018647642709,5.90997466421833,5.7655320943476,5.40864393593509,5.30085221145935,4.29285535424002,4.6177040074818,5.351896830818,5.29131254392805,6.15285673597245,5.90224244677331,5.91869868911783,6.1034556758865,5.99285451867078,6.0783323009671,5.66308554865418,5.5408611173151,4.84994923449892,5.05414518708065,5.75579557986141,5.98353861656999,6.33034327041723,6.41815958220205,6.52185009269207,6.77189878027635,6.28564264800052,6.07329754718488,5.53966133991266,5.46145980194333,4.65582120063693,4.62581987152429,5.42580838828323,5.46201958940883,6.24305780137249,6.51718591572485,6.18237846132343,6.52594826896022,5.85542167377904,6.05323952204088,5.75648960675997,6.17701283501999,1
"Bra013192,Bra013193",6.80758676513086,6.73860572712634,6.27083912584248,6.2606448428345,5.99350454301801,6.27621934079199,6.08414720035653,6.15563591061871,6.39158558470482,6.49336392876345,6.41521106308521,6.39783547004199,6.41605942194671,6.6032583922888,6.25549884480286,6.11936447790786,5.96286824981498,6.02113544721631,5.88820746518712,5.97947664267712,6.39935056485923,6.32510393598769,6.62635736219124,6.53255697289777,7.05763438818046,6.80522795599007,6.42320164970806,6.58396579524405,6.10889240163241,6.33985712728699,6.10218149301142,6.20930713912672,6.37694843506227,6.3718759418925,6.57991627553275,6.68696267583665,6.59671007632927,6.70434634713571,6.40994923594248,6.57275024157447,6.01317190496289,6.02871942510362,5.78583561015892,5.79603960882977,6.30128034617086,6.35167249400282,6.55388114364159,6.50118752739415,3
"Bra013747",3.91478454641,3.88177227911226,4.40452850672964,4.02300689633703,4.59780526620259,4.61540452587803,4.82503763327109,4.80508088609443,4.47211730220078,4.47959274189883,4.12302879363163,3.91370324156275,3.57440430902258,3.67687667831497,4.09784673212956,3.65587843068216,4.30481765493278,4.1927622921527,4.25207498921328,4.39665957686682,4.57790612251172,4.67213111533511,4.32339889384905,4.54674632530528,4.51451997246924,4.38480274131669,4.51876172250345,4.58399436803374,4.76405416366805,4.59730471113266,4.80261200310058,4.89444916219686,4.85318727206878,4.67442110345678,4.4029540588875,4.25830785670624,4.42645933765464,3.88750577473093,3.98722080164294,4.06622699355178,4.39244794642553,4.37063858971406,4.45983813905091,4.64535004815199,4.70857903953834,4.79822682186396,4.68240474836194,5.3433118763338,6
"Bra013804",5.00600622346013,4.84636293095902,5.60624973750406,5.69280099158521,6.00369217745769,5.93715839303902,5.81303207773797,5.74679645043856,5.68690106456914,5.56397567001997,5.04457335215385,4.95680011805158,4.7459633382044,5.01221108395087,5.66724214176631,5.60442720782333,5.70562409400082,6.07405794997312,5.52593731003284,5.62150979159185,5.47496486960168,5.67230369784965,5.05292012324094,5.01524331266841,5.11527883321259,5.25062056014066,5.77723295530064,5.80839534822849,6.06701265032573,5.95934358848011,5.85087441572035,6.09043427681802,5.51089547784427,5.64208636052745,5.271567607832,5.54024430213427,5.22606147170117,5.33532246156509,5.55981298818009,5.47322517706156,5.93196428900133,6.10212689001988,5.66407602948299,6.04717845531892,5.54687285787503,5.75041088099009,5.40982198296143,5.1417965252707,1
"Bra013859",10.3826240265749,10.3656116212623,10.0026040798598,9.85453649406881,9.34743977464817,9.50259116911324,9.2946253434545,9.34075808058257,9.68106619185947,9.66230520854293,9.70882696583978,9.62352488633378,9.82480126025899,10.1780423288648,9.60679752798339,9.41923970351891,9.06297704366081,8.85241714803264,8.48458527802409,8.60335558246402,9.56399129942639,9.55748859194122,9.60331848774988,9.53655029553591,10.7603373954716,10.4289672750819,10.0547942230031,10.2978562899805,9.78594772206304,9.8372888994213,9.41393462777206,9.59848617425712,9.80404064819365,10.0972552405671,10.0864414547966,10.2234466847545,10.3156590584404,10.4193282022048,10.0906417519178,10.2295158246385,9.38751117667968,9.54593748917205,8.93955570789035,9.11100783083305,9.61817807699216,9.71833422426292,9.91396347468588,9.72207319180394,3
"Bra013905",4.55640489003855,4.69964046568964,6.55487275840323,6.45746296464855,6.96424843992421,6.99455709707719,6.33262738390211,6.60385181800492,5.39732380899655,5.36943507485365,4.54743748992732,4.22700937863888,5.26663289485991,4.34886976151828,7.23935985027747,6.83097780930041,7.19894590732977,6.75206614657404,6.35214232483525,6.62335478276094,6.27819109742525,5.80671587273956,4.29126464990621,4.39852823339078,4.47934698634498,3.99358379424744,6.84393361005954,6.43141402790298,7.10362352383071,7.30611638772946,6.61560756880634,6.29296391477892,5.92011223729218,5.69330016170119,4.53434802068976,4.29394426958339,4.2839069601675,4.23445533507452,6.83430670296291,6.45085657749199,6.98127043576893,6.90136170632251,6.67324546482505,6.45533872893705,5.99494171017697,5.71610745324199,4.65402875165545,4.85138426201175,5
"Bra014208",5.14334443545872,5.21275608340364,7.69580594996218,8.19945150726558,9.05628275492315,9.30514290387318,8.82115532373395,9.11896961496895,7.48064481372426,7.70668249441656,7.26577442559736,7.57066025586768,5.79061045530837,5.9632382795477,7.74639339168973,7.9033396037483,8.79590977666258,9.26340301616378,8.5977397272058,8.70554254008216,7.21016478977177,7.21971063954878,6.51926039558799,7.03452387533439,5.1808241648754,5.84124857130625,7.48894072370011,7.63985437944181,8.80641750985862,9.21801099543696,8.88694941815625,8.99080740761405,7.67114473552821,7.90727526299938,6.87944846925819,7.55295338224087,5.84537212148646,6.13619548857613,7.89230601612533,8.40795601417938,9.09027388658694,9.55368688538324,9.14311531470699,9.35471881517944,7.9334900208326,7.76607830660554,7.12704510480128,6.72346299750765,5
"Bra014857",5.58585188846333,5.61059376929184,4.82571949394786,4.60871463662015,4.94034061530392,5.04470448399589,4.78860741461918,4.86508244232247,4.9253111268258,5.09102698367561,5.14377298238113,4.9745614331991,5.52410756795239,5.40185569945805,5.10892584651183,5.09711773539538,5.08615533696014,5.05896149412708,4.93888796549398,4.72568117927294,4.60226682682211,4.78598988434405,4.80352153938723,4.69985697362017,5.82160818207442,5.43104790641185,4.86263487816669,4.944919337495,4.90986908864258,4.91290849221951,4.78610492554058,4.85658737530124,4.75148514504927,4.9534421888198,5.02768487693716,4.99533074381289,5.29162565796915,5.51977776367242,4.99150824102884,5.22513222682059,5.07717462313961,4.92093160395038,4.80965110090111,4.70552456995483,4.91830989935594,4.88737416976735,4.83805421416452,4.48304828506448,9
"Bra014858",6.61596356061415,7.03146136533543,7.72213810196919,7.59053465536941,8.13169750956493,8.4430429886277,7.82981151358773,8.14852234094288,7.52631143203302,7.63918874280131,6.49866255139492,6.58040782358966,6.54308751571793,6.6724253419715,7.63349660097364,7.61354638624793,8.00022540349095,7.86315173926802,7.29582402434876,7.75711661317265,7.84993672798609,7.64621306994165,6.48857284927806,6.81080296150151,7.00047330666266,6.69937117331222,7.74372364503161,7.97350221981523,8.229727302189,8.61523603740683,8.12828308893728,8.15269553357584,7.88189094025693,7.66944493901538,6.68251711654028,6.87483384413491,6.29218172831775,6.32779153909056,7.64159660344789,7.38258079910961,7.9245512512209,7.98922417655452,7.86884724239335,7.90475502937502,7.58304514784581,7.76812476274299,6.57444215467101,7.0454757350839,1
"Bra015061",4.82687385141904,4.52915253037112,4.96165573763179,4.93964032922561,5.30109373896833,5.34040560064397,5.32713762712721,5.28681832414651,5.17553657692595,5.02224351394736,4.81107022623753,4.60721193391522,4.26717620309158,4.52708910744606,4.68528983630269,4.12940667122051,5.09912685203688,4.87566212677341,5.15057592304968,5.03728996388926,5.26164739954798,5.04968303833713,4.9949507586624,4.9266684081636,5.46929341213983,5.21290779555595,5.29800572968596,5.36653554246677,5.5086378154723,5.55107914403442,5.54725547422202,5.81468884171869,5.35544272116974,5.35663331362401,5.05918652642488,5.18173865968866,4.90882731540769,5.13219020781683,4.98673402635172,5.06732464184513,5.35187916776704,5.29691987668713,5.21465328216139,5.29021057896381,5.27100353340485,5.14718864046185,5.13603138791755,5.485352758336,6
"Bra015315",6.18619943652711,6.16157533329971,6.01693528382245,6.088919651784,5.78600557232012,6.1149021055985,6.07471949560121,6.03886852151082,6.08421312009952,6.19829769486015,6.13325731508905,6.08815644107958,5.81082609213763,6.04713918441926,5.66032113089082,5.69203656409501,5.7306290881166,5.76012778049446,5.5921400580456,5.62257607426725,5.96281967636606,6.04834954577555,6.25251027526348,6.26215123625665,6.42564057021152,6.36464596584868,6.09040886965319,6.42326889285723,6.11736466424581,6.10855581937294,6.13976211372541,6.3346165410737,6.26273193415228,6.30432485204521,6.2538342513604,6.34063525644059,6.15777134362611,6.3257066102166,6.05242458924934,6.09772455606092,5.87663726845293,6.03626814033167,5.82940816156635,6.03977667157476,6.03677804384148,6.12752598148229,6.33042215500036,6.45200561189263,7
"Bra015319",5.58270652678079,5.35643612359881,6.8830953489331,6.56717121833764,7.00846223787407,6.99294966248085,6.88989937649453,6.81638210836843,6.58071834738197,6.34291025545691,5.62525295245643,5.37352293570404,5.44274780669845,5.22679750227652,6.9518092359838,6.54874177791078,7.06455955374729,6.45774694471069,6.53129723586086,6.65982468483782,6.64503871493917,6.44529300874009,5.41377007613661,5.227282845758,6.05018822331148,5.78929627358159,7.05471826398584,7.1611722022823,7.23246889628851,7.80467959284174,7.24455412035057,7.59590640836489,6.87259485656633,7.05328514466902,5.86518639661818,6.10973873666213,5.21916852046216,5.49168637526977,6.75774334720186,6.94217431762297,7.08763256009541,7.33354896223453,6.95401014417707,7.08410679644458,6.46343282257913,6.73920004023089,5.68885174386588,6.57083934274439,1
"Bra015397",9.32275740613173,9.17697345450245,9.09306361500387,8.88905671186546,9.09736850126708,9.27475319355665,9.06424696362264,8.84641496100395,9.20169756572622,9.14210195040841,9.18014537416268,9.12588611139325,8.94333531775511,8.92615957728978,8.66656843287031,8.34085597639526,8.44720310133292,8.35278059036721,8.09027653343512,8.04940750733197,8.76774747941306,8.84417848423553,8.85434480496627,8.73311025501638,9.93620653813486,9.36549789389794,9.22667469604999,9.42910122189152,9.17037076541163,9.26426665107816,9.07673811690332,9.26004212713779,9.22637124760726,9.22430803342398,9.26336780268526,9.25692808719998,9.17692858931179,9.27428729030177,9.18279159854806,9.07115662898397,8.78480167819456,8.84373265661131,8.60015079287889,8.73095916102921,8.96230897792118,9.06684264034144,9.17072126954652,9.16883004135219,7
"Bra015878",7.98455517366956,8.09179502348447,8.01329475452849,7.79310905077348,8.09372917927164,8.31455605541888,8.0618625839249,7.9970157215218,8.12749399680806,8.07162324894315,7.98704794698133,7.90370112105078,7.67110934352018,7.7998449883623,7.5709334303308,7.26154961980074,7.46936505370484,7.45984141697577,7.29806256771902,7.28782317427413,7.80730339631461,7.9726122467852,7.81475548280987,7.6893900250946,8.21329867259107,8.46375322458739,8.13187753365342,8.48996834721385,8.22360113803953,8.47361646615098,8.1584935611054,8.61845891998544,8.27935521419796,8.41182025511967,8.25385221125334,8.16449466919585,8.047729226129,8.23749679786397,7.81618368143234,8.0268996284182,7.81113703468603,8.11377862358596,7.65080763256946,7.92512713117714,7.74923926268725,8.08241519669839,7.94636826961943,8.54414145635274,7
"Bra017055",11.7067291097395,11.6684108020196,11.4010234851782,11.5141469231,11.0765818080793,11.1139504824225,11.1849868871817,11.2036171830477,11.4865032138182,11.4216914257863,11.527320607877,11.5698983190651,11.3499999089439,11.5577700144079,10.9720104862375,11.0648437902775,10.7580899342018,10.8685062072775,10.8551487934884,10.8447214543216,11.1523925966994,11.3019191101407,11.6506658442707,11.5613929687772,11.5707238114884,11.6609630120317,11.4177997838403,11.6010464739687,11.0164670694569,11.1871169665165,11.2150536395942,11.2693838627958,11.3653163489508,11.5717194668235,11.6858306740613,11.6434233163282,11.5402103928994,11.659826468355,11.4018874766446,11.4745881412399,11.0187496060419,11.074295359859,10.9175660171704,11.0744224798701,11.3379284699868,11.3826240265749,11.7367655190671,11.4272185472598,3
"Bra017279",4.93016487613287,5.02189719574105,5.64589760097435,5.59012591259568,5.64862937633138,5.79021945490282,5.55325297307929,5.62844116556567,5.36792315432158,5.41371592650712,4.98374152934956,5.03468673331669,4.91949263961464,4.92774478267728,5.4197849376763,5.45731520724883,5.7301752843847,5.62859572571372,5.33241077229814,5.61892283361681,5.58280285375021,5.58938598831678,4.90146066562189,4.96848248505029,5.06901038008037,5.21844408633356,5.72890822633626,5.65684813474344,5.70752479089961,5.98324901744563,5.754705818015,5.87522715334349,5.76216806876074,5.61089195993502,4.95152252145808,5.02057331653628,4.87185843014508,4.71354186051202,5.37624522894318,5.39430491130936,5.66644700402536,5.77862912589557,5.65905685429503,5.88514969271148,5.60827996032719,5.78905103574748,5.11343380260405,5.42335630426584,1
"Bra017342",7.85511763948769,7.71137788942511,7.86784087963692,7.54389021978923,7.82497146545623,7.77145645550637,7.97530918485593,7.71866301242293,7.91602871841884,7.6469834461661,7.75577555489953,7.57233642822866,7.3117119917772,7.38607803400871,7.17867480917774,6.96387866922505,7.36971075095539,6.97984243756774,7.13817962860065,7.0363714543074,7.66197044428796,7.64487293141922,7.68436291527162,7.52540335288586,8.20428746784494,8.17672169288105,8.15425104378082,8.32910116615699,8.11486671728773,8.15193997415627,8.16540449524997,8.28608179010086,8.1476831995672,8.18872235372371,8.12199448447358,7.94802842130835,8.0319410002806,7.98991669925069,7.84791550219443,7.68908945124838,7.66669979174933,7.81257523546895,7.66759413423031,7.61673261488183,7.81494769948146,7.82638323522316,7.96393067395669,8.17413173220193,7
"Bra017499",7.43792680778819,7.29906145144627,7.50474749649957,7.11505405730211,7.47476049957678,7.32699566752143,7.47694057501922,7.2244937471074,7.2997849810188,7.12959213276393,7.34062457558623,7.14529023931297,6.99984219659987,6.96131077223942,6.87641871717565,6.36201919533428,6.75822321472672,6.72857360255936,6.38776748368296,6.42368909154606,7.15591110589448,7.13566824886182,7.24184018356467,7.01875655947608,7.7860539425058,7.69936423212253,7.6844681178123,7.80042107861809,7.71019341632539,7.48821773739561,7.58177302616342,7.79181407116183,7.61429758663537,7.47863211711005,7.57789706142886,7.33809454689366,7.46255952937906,7.46800488496294,7.33957390519377,7.265127424577,7.1170924088134,7.18853939515837,7.00283751359991,7.11759115823832,7.27056631741578,7.30024272369368,7.42614732125665,7.71509027739172,7
"Bra017853",4.84181717065832,4.74844513140703,4.03020363394647,3.99994589792155,3.91376067635767,3.99416332804603,3.80335104500549,3.96073410228465,3.72083660799025,3.89714359715496,4.83422072937037,4.97044415790524,4.72999317928421,4.83744376100019,4.34237695763024,4.26518182134138,3.98749368789647,4.23157064985865,4.09415160045022,3.79543449126729,3.63520877993748,3.70621004082783,4.81666625941973,4.57140377624388,4.29136780428531,4.28470659819229,3.80514797246787,3.65048885856361,3.47039369474617,3.61970645004589,3.60753153717801,3.62107895393881,3.4247743185813,3.37808152505064,4.06806884568833,4.22063177473638,4.77458678118316,4.49485078549763,4.26381565407864,4.04213650342536,4.03820788906272,3.76317783469014,3.77758804203593,3.54693149115674,3.73846521733978,3.54715365881257,4.18258901719206,3.97648278605719,4
"Bra017976",6.35886566634656,6.27287794916456,6.79351877706534,6.89609016824789,7.14508639972847,7.46597446450407,7.20250587922498,7.31687885354976,6.76534909351215,7.0639343057541,6.31166295396902,6.34260985526152,6.005687420137,6.12500630696597,6.57323514645251,6.63583998709671,7.11915901738176,7.01412092527297,6.90809234081827,7.07272751780997,7.2435453225211,7.20615479404215,6.85177402293208,6.8204725784282,6.89039805075941,6.93233287978642,7.10089357213746,7.18006827516801,7.36367922566716,7.23186436888115,7.29003728381214,7.5968233589988,7.28145716266125,7.45837380103589,6.90168752229991,7.15383572961508,6.54733260232457,6.56046276645767,6.72260263685137,6.9371678112919,7.15003156654002,7.30715526161706,7.1247313549289,7.08921210887042,7.03297140035437,7.26008212778316,6.99499826227984,7.20386674151357,1
"Bra018381",3.96873590267959,4.00124378816619,5.70883558559844,5.41534629313662,5.91578618310255,6.26917531375404,5.80368426523082,6.03542376589615,5.48072074006832,5.2308601016955,3.76280589788443,3.9786807184065,4.04258305658464,3.92734657028595,5.7764251362587,5.62118154600309,6.63000058866709,6.15880758766107,5.97414151313206,6.19799509600788,5.96324059193512,5.40507677447481,4.58548538290681,4.60452209543972,4.07598607613477,3.84374270494853,5.62629310754178,5.36833184337133,6.4644624330553,6.6968145576869,6.112572953159,6.30065273780388,5.78419771798596,5.85683882411619,4.45446545619504,5.01671916091561,3.51341494525845,4.24354722657759,5.61315737587991,5.40294041979903,6.39976070056019,6.40404306481212,6.27210719447867,6.15040735698057,5.63330623337376,5.81028113861072,4.97985615307208,5.08519093024276,1
"Bra018907",9.82339271787938,9.27977538474916,8.70855627921697,8.66495920378367,7.80508604669545,7.61676201608606,8.04196572597692,7.92763575925917,8.7520326850944,8.30500378111286,9.65277866127119,9.58389511275399,9.50360911875952,9.27244550011358,8.20579324939716,8.01181986886501,7.48578906560114,7.27106144524298,7.11365883107684,7.1873817681616,8.39755912716486,8.46832264394787,9.5688624645898,9.21926776284845,9.9106097542061,9.39584684615111,8.34292802865647,8.35900276689807,7.50928412745132,7.7084079834836,7.45757787660918,7.72960035195959,8.01586660798578,8.73601287551192,9.38370429247405,9.80331261640596,9.54679609096314,9.89377324990305,8.6355766549251,9.22336945191068,7.66688438401386,7.82427779321685,7.24988142114988,7.4947356048628,8.33065250915022,8.83132941457634,9.77990645021789,9.22434903720271,4
"Bra019068,Bra019069,Bra019070",4.99047388188249,5.16118228193074,6.2667097198228,5.98650195414996,6.36372127132216,6.596265803181,6.25773103127895,6.26427932013376,5.84009307090418,5.70030376547206,4.99953555778353,4.66248466717976,4.94044868287616,5.05321127873853,6.10975544939167,5.92686050741767,6.25661065253266,5.92889139952805,5.70657199281926,6.0489946568687,6.07002860903944,5.99092537104603,5.02315774970332,4.93877978094585,5.47980612723778,5.3193867145441,6.41467847150692,6.43393256418061,6.62308403893846,6.93311228089813,6.65119523578289,6.77763012059746,6.1022654935786,6.16180103747516,5.0993583313861,5.18958738403647,5.01863862469685,4.89261931312658,5.99616274268106,5.9380010832647,6.40217983656985,6.66213427479907,6.2825269126887,6.26693267642736,5.82437072646072,6.10667285587984,5.30380996702129,5.84396123896983,1
"Bra019071",4.59239125485458,4.33393888996737,5.11680139200398,5.08823065984146,5.25879778864911,5.25338045356189,5.29653082509808,5.12636582560617,4.88516433864297,4.97054079113731,4.80607138316665,4.71060258267178,4.83049365749953,4.8106590292101,5.22228292693284,5.34566249146029,5.3992292106959,5.28512475082776,5.1482467495432,5.10672100667065,5.23172423589164,4.90888974697372,4.63246017424589,4.64702087453105,4.70711613139968,4.66101986027016,5.23153993068991,5.26159474973834,5.52001044019293,5.16046040105029,5.43135886485626,5.27440704180413,5.2034556810339,5.10784267457153,4.66358941267252,4.80747342428326,4.54147766889319,4.6187437453997,5.2514918786452,4.99644750162815,5.41010022825204,5.25587457687766,5.38387014967517,5.29175088456027,5.20364360892879,5.1553566146859,4.66076892702923,4.72848653324277,5
"Bra019662",3.68077442549246,3.83420555702808,5.44621983116102,5.22356928340299,5.33731147733096,5.64750159872788,5.05207239584789,5.22513608384535,4.468185771735,4.54846128593895,3.64588607568773,3.50473478659387,3.3710709122154,3.87758721337098,5.33576192364376,4.86740724814813,5.40859299001553,5.4567207412583,4.80771555074112,5.44443516757309,4.7917828211113,4.90419504823787,3.38010602967892,3.63167472693434,3.94699280432992,3.79410389855975,5.38181632356326,5.61445072459439,5.59821928468271,5.87123747100742,5.51128142819081,5.46823465615886,5.19060300888721,4.92976259793039,3.92495498496888,3.95076700059314,3.49817426221753,3.64438700388596,5.1279014904269,5.05703430013722,5.75052343493614,5.85498803162385,4.97195273849511,5.39728273134515,4.63594588675943,5.06652408669053,3.82138368415773,4.58109209320581,1
